hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
6137,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6138,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6139,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6140,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6141,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6142,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6143,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6144,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6145,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6146,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6147,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6148,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6149,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6150,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6151,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6152,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6153,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6154,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6155,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6156,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6157,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6158,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6159,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6160,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6161,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6162,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6163,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6164,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6165,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6166,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6167,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6168,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6169,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6170,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6171,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6172,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6173,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6174,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6175,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6176,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6177,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6178,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6179,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6180,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6181,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6182,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6183,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6184,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6185,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6186,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6187,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6188,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6189,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6190,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6191,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6192,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6193,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6194,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6195,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6196,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6197,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6198,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6199,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6200,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6201,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6202,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6203,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6204,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6205,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6206,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6207,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6208,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6209,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6210,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6211,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6212,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6213,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6214,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6215,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6216,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6217,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6218,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6219,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6220,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6221,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6222,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6223,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6224,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6225,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6226,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6227,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6228,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6229,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6230,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6231,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6232,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6233,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6234,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6235,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6236,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6237,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6238,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6239,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6240,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6241,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6242,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6243,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6244,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6245,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6246,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6247,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6248,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6249,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6250,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6251,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6252,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6253,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6254,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6255,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6256,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6257,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6258,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6259,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6260,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6261,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6262,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6263,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6264,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6265,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6266,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6267,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6268,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6269,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6270,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6271,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6272,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6273,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6274,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6275,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6276,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6277,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6278,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6279,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6280,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6281,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6282,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6283,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6284,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6285,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6286,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6287,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6288,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6289,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6290,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6291,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6292,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6293,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6294,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6295,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6296,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6297,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6298,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6299,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6300,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6301,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6302,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6303,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6304,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6305,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6306,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6307,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6308,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6309,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6310,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6311,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6312,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6313,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6314,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6315,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6316,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6317,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6318,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6319,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6320,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6321,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6322,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6323,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6324,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6325,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6326,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6327,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6328,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6329,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6330,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6331,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6332,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6333,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6334,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6335,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6336,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6337,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6338,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6339,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6340,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6341,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6342,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6343,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6344,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6345,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6346,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6347,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6348,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6349,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6350,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6351,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6352,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6353,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6354,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6355,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6356,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6357,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6358,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6359,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6360,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6361,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6362,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6363,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6364,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6365,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6366,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6367,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6368,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6369,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6370,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6371,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6372,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6373,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6374,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6375,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6376,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6377,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6378,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6379,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6380,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6381,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6382,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6383,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6384,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6385,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6386,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6387,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6388,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6389,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6390,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6391,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6392,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6393,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6394,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6395,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6396,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6397,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6398,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6399,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6400,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6401,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6402,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6403,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6404,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6405,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6406,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6407,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6408,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6409,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6410,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6411,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6412,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6413,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6414,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6415,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6416,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6417,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6418,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6419,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6420,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
